dataset_key,dataset_label,lang,measure,n_real,n_random,real_mean,random_mean,ks_statistic,p_value,p_value_display
pure_random_root0,Pure random (root 0),hi,tree_depth,2380,2380,3.641596638655462,3.6058823529411765,0.059243697478991594,0.00046973129063340843,4.697e-04
pure_random_root0,Pure random (root 0),ja,tree_depth,1693,1693,3.4997046662728883,3.25812167749557,0.14825753101004135,1.2158481237661487e-16,1.216e-16
pure_random_root0,Pure random (root 0),tr,tree_depth,2457,2457,3.376068376068376,2.822140822140822,0.19332519332519332,1.499879351077902e-40,1.500e-40
pure_random_root0,Pure random (root 0),zh,tree_depth,588,588,3.95578231292517,3.687074829931973,0.20238095238095238,6.001400553675811e-11,6.001e-11
pure_random_root0,Pure random (root 0),ar,tree_density,1074,1074,0.4417619262591336,0.5033832606458308,0.26256983240223464,6.015204502451513e-33,6.015e-33
pure_random_root0,Pure random (root 0),en,tree_density,4968,4968,0.4161042733493153,0.5008052909471997,0.26972624798711753,2.443702072966876e-159,2.444e-159
pure_random_root0,Pure random (root 0),es,tree_density,2141,2141,0.3408691198368235,0.4964129012821211,0.5833722559551612,0.0,<1e-300
pure_random_root0,Pure random (root 0),fi,tree_density,7258,7258,0.35700296052129254,0.4997510186301854,0.4888399007991182,0.0,<1e-300
pure_random_root0,Pure random (root 0),hi,tree_density,2380,2380,0.34979331184688356,0.5028936119902512,0.6252100840336134,0.0,<1e-300
pure_random_root0,Pure random (root 0),ja,tree_density,1693,1693,0.3498861329035743,0.4980012981046645,0.5871234494979327,7.825041448329127e-271,7.825e-271
pure_random_root0,Pure random (root 0),tr,tree_density,2457,2457,0.3725367388137644,0.49830718957703046,0.45136345136345135,7.957963752229468e-226,7.958e-226
pure_random_root0,Pure random (root 0),zh,tree_density,588,588,0.3757940351465276,0.5016405552119838,0.5408163265306123,3.4473271519393076e-79,3.447e-79
pure_random_root0,Pure random (root 0),ar,max_arity,1074,1074,2.2951582867783986,2.887337057728119,0.21508379888268156,3.665600998438271e-22,3.666e-22
pure_random_root0,Pure random (root 0),en,max_arity,4968,4968,2.4106280193236715,2.7604669887278583,0.13506441223832527,6.685617577210235e-40,6.686e-40
pure_random_root0,Pure random (root 0),es,max_arity,2141,2141,2.9318075665576835,2.9617001401214385,0.05184493227463802,0.0063273383929796125,6.327e-03
pure_random_root0,Pure random (root 0),fi,max_arity,7258,7258,3.0828051804904932,2.8969413061449436,0.10457426288233673,5.882345745333462e-35,5.882e-35
pure_random_root0,Pure random (root 0),hi,max_arity,2380,2380,4.01890756302521,3.2626050420168067,0.3226890756302521,5.565043447581212e-110,5.565e-110
pure_random_root0,Pure random (root 0),ja,max_arity,1693,1693,3.2528056704075605,3.0549320732427643,0.08682811577082103,5.655459514445756e-06,5.655e-06
pure_random_root0,Pure random (root 0),tr,max_arity,2457,2457,2.5392755392755393,2.7065527065527064,0.07326007326007326,3.7162453613790403e-06,3.716e-06
pure_random_root0,Pure random (root 0),zh,max_arity,588,588,3.675170068027211,3.3945578231292517,0.1445578231292517,8.923062387664797e-06,8.923e-06
pure_random_root0,Pure random (root 0),ar,avg_arity,1074,1074,0.8496039807492316,0.8496039807492316,0.0,1.0,1.000e+00
pure_random_root0,Pure random (root 0),en,avg_arity,4968,4968,0.8380388599591511,0.8380388599591511,0.0,1.0,1.000e+00
pure_random_root0,Pure random (root 0),es,avg_arity,2141,2141,0.8560642961273643,0.8560642961273643,0.0,1.0,1.000e+00
pure_random_root0,Pure random (root 0),fi,avg_arity,7258,7258,0.8541221022173011,0.8541221022173011,0.0,1.0,1.000e+00
pure_random_root0,Pure random (root 0),hi,avg_arity,2380,2380,0.894188144954976,0.894188144954976,0.0,1.0,1.000e+00
pure_random_root0,Pure random (root 0),ja,avg_arity,1693,1693,0.8700003153635849,0.8700003153635849,0.0,1.0,1.000e+00
pure_random_root0,Pure random (root 0),tr,avg_arity,2457,2457,0.8314405318373609,0.8314405318373609,0.0,1.0,1.000e+00
pure_random_root0,Pure random (root 0),zh,avg_arity,588,588,0.901985967547196,0.901985967547196,0.0,1.0,1.000e+00
pure_random_root0,Pure random (root 0),ar,proportion_high_arity_nodes,1074,1074,0.046677564624492233,0.0843068218766548,0.239292364990689,2.2111309959466345e-27,2.211e-27
pure_random_root0,Pure random (root 0),en,proportion_high_arity_nodes,4968,4968,0.053258687210981696,0.0804589560779171,0.16988727858293076,5.408531472164184e-63,5.409e-63
pure_random_root0,Pure random (root 0),es,proportion_high_arity_nodes,2141,2141,0.08636869403244375,0.08979959399156037,0.045773003269500234,0.022525039139391446,2.253e-02
pure_random_root0,Pure random (root 0),fi,proportion_high_arity_nodes,7258,7258,0.09193208667693147,0.08767545450171464,0.059520529071369524,1.343509694304868e-11,1.344e-11
pure_random_root0,Pure random (root 0),hi,proportion_high_arity_nodes,2380,2380,0.12005267491612011,0.10219190706585696,0.13949579831932774,1.3373452895141317e-20,1.337e-20
pure_random_root0,Pure random (root 0),ja,proportion_high_arity_nodes,1693,1693,0.09522445731576769,0.09316536813583477,0.03071470761961016,0.40167611231442973,4.017e-01
pure_random_root0,Pure random (root 0),tr,proportion_high_arity_nodes,2457,2457,0.06306282419727818,0.07898571152539387,0.10297110297110297,9.314516432642247e-12,9.315e-12
pure_random_root0,Pure random (root 0),zh,proportion_high_arity_nodes,588,588,0.1086397884717219,0.10927564027053872,0.06972789115646258,0.11466215010761556,1.147e-01
